gene_id,class,interaction_sig,gene_name,description
Mycgr3G82536,ns,False,MP65,Glycoside hydrolase family 17 protein
Mycgr3G82615,shared,True,,Domain in histone families 1 and 5
Mycgr3G82625,fungicide-specific,False,,
Mycgr3G82650,heat-specific,False,,
Mycgr3G82659,fungicide-specific,False,,
Mycgr3G82666,ns,False,,GRIM-19 protein
Mycgr3G82675,ns,False,,
Mycgr3G82700,fungicide-specific,False,SHM2,Interconversion of serine and glycine
Mycgr3G82765,ns,False,,KR domain
Mycgr3G82788,ns,False,,
Mycgr3G82853,ns,False,nrf1,Domain of unknown function (DUF202)
Mycgr3G82889,ns,False,,Cytochrome c oxidase subunit VIIc
Mycgr3G82924,ns,False,,4F5 protein family
Mycgr3G82925,ns,False,,
Mycgr3G82936,fungicide-specific,False,,extracellular serine-rich protein
Mycgr3G82939,heat-specific,False,,
Mycgr3G82958,ns,False,,
Mycgr3G83064,fungicide-specific,True,,
Mycgr3G83081,fungicide-specific,True,,
Mycgr3G83134,ns,False,,
Mycgr3G83148,ns,False,,
Mycgr3G83159,ns,False,,
Mycgr3G83189,fungicide-specific,False,,
Mycgr3G83225,fungicide-specific,False,,
Mycgr3G83234,ns,False,,
Mycgr3G83270,fungicide-specific,False,,
Mycgr3G83301,fungicide-specific,False,,Pyridoxamine 5'-phosphate oxidase like
Mycgr3G83303,ns,False,,Major Facilitator Superfamily
Mycgr3G83336,ns,False,,Pfam:DUF2413
Mycgr3G83356,fungicide-specific,True,KIP3,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Mycgr3G83371,fungicide-specific,False,,Cactus-binding C-terminus of cactin protein
Mycgr3G83400,ns,False,,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G83408,fungicide-specific,True,,Breast carcinoma amplified sequence 2 (BCAS2)
Mycgr3G83409,heat-specific,False,,Thiopurine S-methyltransferase (TPMT)
Mycgr3G83423,fungicide-specific,False,ATG2,Autophagy-related protein 2 CAD motif
Mycgr3G83424,ns,False,ARR3,Sodium Bile acid symporter family
Mycgr3G83445,heat-specific,False,RPO31,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Mycgr3G83446,heat-specific,False,,3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity
Mycgr3G83481,shared,False,,"Glutathione S-transferase, N-terminal domain"
Mycgr3G83502,ns,False,SNU23,Zinc-finger double-stranded RNA-binding
Mycgr3G83529,ns,False,,2OG-Fe(II) oxygenase superfamily
Mycgr3G83548,fungicide-specific,False,,KR domain
Mycgr3G83550,ns,False,,Dor1-like family
Mycgr3G83558,ns,False,,Protein of unknown function (DUF1168)
Mycgr3G83566,ns,False,,7alpha-cephem-methoxylase P8 chain
Mycgr3G83574,ns,False,SLN1,cheY-homologous receiver domain
Mycgr3G83595,ns,False,,Amidase
Mycgr3G83616,shared,False,,Calcineurin-like phosphoesterase superfamily domain
Mycgr3G83678,ns,False,,Putative serine esterase (DUF676)
Mycgr3G83691,ns,False,,Pyridine nucleotide-disulphide oxidoreductase
Mycgr3G83707,shared,False,,
Mycgr3G83726,fungicide-specific,False,ICL2,Belongs to the isocitrate lyase PEP mutase superfamily. Isocitrate lyase family
Mycgr3G83759,ns,False,,Zinc-ribbon like family
Mycgr3G83763,ns,False,,
Mycgr3G83768,fungicide-specific,True,RPS12,Belongs to the eukaryotic ribosomal protein eS12 family
Mycgr3G83788,heat-specific,False,,
Mycgr3G83794,fungicide-specific,False,,"Pro-kumamolisin, activation domain"
Mycgr3G83802,fungicide-specific,False,,Glycoside hydrolase family 16 protein
Mycgr3G83804,ns,False,HAP2,CCAAT-Binding transcription Factor
Mycgr3G83835,fungicide-specific,False,KAR2,Belongs to the heat shock protein 70 family
Mycgr3G83843,ns,False,exgD,Belongs to the glycosyl hydrolase 5 (cellulase A) family
Mycgr3G83867,shared,False,GOR1,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
Mycgr3G83894,ns,True,DIC1,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G83899,ns,False,,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G83907,fungicide-specific,False,CDC14,"Dual specificity protein phosphatase, N-terminal half"
Mycgr3G83941,ns,False,,Acid phosphatase homologues
Mycgr3G83947,ns,False,,Pyridine nucleotide-disulphide oxidoreductase
Mycgr3G83965,ns,False,UFD4,Domain Homologous to E6-AP Carboxyl Terminus with
Mycgr3G83972,shared,True,SAS10,Sas10 C-terminal domain
Mycgr3G83976,ns,False,,Cupin-like domain
Mycgr3G84010,ns,False,RIX7,AAA domain (dynein-related subfamily)
Mycgr3G84013,fungicide-specific,False,SPC25,Chromosome segregation protein Spc25
Mycgr3G84034,fungicide-specific,False,,
Mycgr3G84039,fungicide-specific,True,GIM5,Prefoldin subunit
Mycgr3G84059,shared,True,,Aldo/keto reductase family
Mycgr3G84074,ns,False,EMP24,emp24/gp25L/p24 family/GOLD
Mycgr3G84076,fungicide-specific,False,,Belongs to the glycosyl hydrolase 43 family
Mycgr3G84104,ns,True,,Ankyrin repeat
Mycgr3G84117,ns,False,ARG8,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
Mycgr3G84119,fungicide-specific,False,,Major Facilitator Superfamily
Mycgr3G84149,fungicide-specific,False,,Glycoside hydrolase family 64 protein
Mycgr3G84158,ns,True,GCV1,The glycine cleavage system catalyzes the degradation of glycine
Mycgr3G84166,shared,False,RAD7,"Leucine-rich repeats, outliers"
Mycgr3G84186,fungicide-specific,False,,L-lysine 6-monooxygenase (NADPH-requiring)
Mycgr3G84209,fungicide-specific,False,,Anhydro-N-acetylmuramic acid kinase
Mycgr3G84210,fungicide-specific,False,,NAD(P)H-binding
Mycgr3G84211,fungicide-specific,True,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G84213,ns,False,,AMP-binding enzyme C-terminal domain
Mycgr3G84214,ns,False,,"motif in proteasome subunits, Int-6, Nip-1 and TRIP-15"
Mycgr3G84231,ns,False,,helix loop helix domain
Mycgr3G84233,shared,False,,G protein alpha subunit
Mycgr3G84244,ns,False,,Nadh-ubiquinone oxidoreductase 12 kda subunit
Mycgr3G84245,ns,False,GIT2,Sugar (and other) transporter
Mycgr3G84253,fungicide-specific,True,,CHORD
Mycgr3G84267,ns,False,,Alpha/beta hydrolase family
Mycgr3G84279,fungicide-specific,True,,KR domain
Mycgr3G84295,fungicide-specific,True,,"Zinc-binding domain present in Lin-11, Isl-1, Mec-3."
Mycgr3G84315,ns,False,PRP40,Contains two conserved F residues
Mycgr3G84343,heat-specific,False,,"Mitochondrial carrier required for the biosynthesis of heme, possibly by facilitating 5-aminolevulinate (ALA) production. May act by importing glycine into mitochondria or by exchanging glycine for ALA across the mitochondrial inner membrane"
Mycgr3G84359,ns,False,,KR domain
Mycgr3G84369,fungicide-specific,False,,ABC transporter
Mycgr3G84372,heat-specific,False,ETR1,Zinc-binding dehydrogenase
Mycgr3G84377,ns,False,,Pyridine nucleotide-disulphide oxidoreductase
Mycgr3G84402,fungicide-specific,True,RRP3,Belongs to the DEAD box helicase family
Mycgr3G84417,ns,True,,Extension to Ser/Thr-type protein kinases
Mycgr3G84424,ns,False,,Shikimate dehydrogenase substrate binding domain
Mycgr3G84459,ns,False,,Primase zinc finger
Mycgr3G84460,ns,False,ENA2,Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family
Mycgr3G84465,heat-specific,False,,"Pro-kumamolisin, activation domain"
Mycgr3G84472,ns,False,RIB5,Lumazine binding domain
Mycgr3G84473,ns,False,,CoA-transferase family III
Mycgr3G84542,ns,False,,Major Facilitator Superfamily
Mycgr3G84586,ns,False,,Belongs to the small GTPase superfamily. Arf family
Mycgr3G84608,fungicide-specific,False,,Amidohydrolase
Mycgr3G84625,shared,False,,Dehydratase family
Mycgr3G84644,ns,False,SKY1,Protein kinase domain
Mycgr3G84646,ns,False,NCA2,ATP synthase regulation protein NCA2
Mycgr3G84654,ns,False,,NDT80 / PhoG like DNA-binding  family
Mycgr3G84671,ns,False,,Sugar (and other) transporter
Mycgr3G84675,ns,False,DAD4,DASH complex subunit Dad4
Mycgr3G84685,ns,False,,Amino acid permease
Mycgr3G84691,ns,False,,Translation initiation factor SUI1
Mycgr3G84703,heat-specific,False,,Common central domain of tyrosinase
Mycgr3G84730,ns,False,ASE1,Microtubule associated protein (MAP65/ASE1 family)
Mycgr3G84746,ns,False,,snRNP Sm proteins
Mycgr3G84756,shared,False,,Major Facilitator Superfamily
Mycgr3G84764,shared,True,,Alcohol dehydrogenase GroES-like domain
Mycgr3G84779,ns,False,SEY1,"Cooperates with the reticulon proteins and tubule- shaping DP1 family proteins to generate and maintain the structure of the tubular endoplasmic reticulum network. Has GTPase activity, which is required for its function in ER organization"
Mycgr3G84794,fungicide-specific,True,rpc2,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Mycgr3G84797,ns,False,,Amidase
Mycgr3G84825,ns,False,GPI12,GlcNAc-PI de-N-acetylase
Mycgr3G84830,ns,False,,Phosphoribulokinase / Uridine kinase family
Mycgr3G84831,ns,False,,KR domain
Mycgr3G84836,fungicide-specific,True,RAD5,HIRAN
Mycgr3G84837,ns,False,,Arsenical pump membrane protein
Mycgr3G84884,ns,False,,Pfam:DUF1237
Mycgr3G84898,ns,False,,Molybdenum Cofactor Synthesis C
Mycgr3G84922,ns,False,,F-box domain
Mycgr3G84937,fungicide-specific,False,,
Mycgr3G84938,ns,False,,integral membrane protein
Mycgr3G84945,ns,False,NTE1,Intracellular phospholipase B that catalyzes the double deacylation of phosphatidylcholine (PC) to glycerophosphocholine (GroPCho). Plays an important role in membrane lipid homeostasis
Mycgr3G84968,ns,False,ILV2,Acetolactate synthase
Mycgr3G84970,shared,False,,PLD-like domain
Mycgr3G84991,shared,False,NDC80,HEC/Ndc80p family
Mycgr3G85019,fungicide-specific,True,,Major Facilitator Superfamily
Mycgr3G85021,fungicide-specific,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G85027,ns,False,GUT1,Belongs to the FGGY kinase family
Mycgr3G85032,fungicide-specific,True,MEF2,Mitochondrial GTPase that mediates the disassembly of ribosomes from messenger RNA at the termination of mitochondrial protein biosynthesis. Not involved in the GTP-dependent ribosomal translocation step during translation elongation
Mycgr3G85040,ns,False,KU70,Ku70 and Ku80 are 70kDa and 80kDa subunits of the Lupus Ku autoantigen
Mycgr3G85041,ns,False,,Pfam:WHIM2
Mycgr3G85078,fungicide-specific,True,,Arsenical pump membrane protein
Mycgr3G85081,ns,False,,Serine carboxypeptidase
Mycgr3G85086,ns,False,,
Mycgr3G85097,ns,False,,Alcohol dehydrogenase GroES-like domain
Mycgr3G85137,ns,True,,Mitochondrial protein
Mycgr3G85139,ns,False,,Major Facilitator Superfamily
Mycgr3G85141,ns,False,CDC4,A Receptor for Ubiquitination Targets
Mycgr3G85154,ns,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G85159,ns,True,,Pyridoxal-dependent decarboxylase conserved domain
Mycgr3G85170,ns,False,,Belongs to the dihydrofolate reductase family
Mycgr3G85175,ns,False,set9,Histone-lysine N-methyltransferase
Mycgr3G85206,ns,True,mtg1,50S ribosome-binding GTPase
Mycgr3G85212,fungicide-specific,True,RPL43,Ribosomal L37ae protein family
Mycgr3G85217,ns,False,,Pumilio-family RNA binding repeat
Mycgr3G85253,ns,True,,Voltage gated chloride channel
Mycgr3G85300,ns,False,,
Mycgr3G85322,fungicide-specific,False,,Protein of unknown function (DUF3445)
Mycgr3G85339,ns,False,NDE1,"NUDE protein, C-terminal conserved region"
Mycgr3G85341,ns,False,,Beta-lactamase
Mycgr3G85380,ns,False,SLC1,Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family
Mycgr3G85387,ns,False,,Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide
Mycgr3G85399,ns,False,,
Mycgr3G85426,fungicide-specific,True,,Amino acid permease
Mycgr3G85442,ns,False,,N-acetyltransferase
Mycgr3G85457,ns,False,,Amb_all
Mycgr3G85462,ns,False,,CTD kinase subunit gamma CTK3 C-terminus
Mycgr3G85486,fungicide-specific,True,,Siderophore biosynthesis protein domain
Mycgr3G85500,ns,False,,Protein kinase domain
Mycgr3G85505,shared,False,,Fibronectin type III-like domain
Mycgr3G85549,fungicide-specific,False,,Enoyl-CoA hydratase/isomerase
Mycgr3G85558,ns,False,,Protein of unknown function (DUF3645)
Mycgr3G85593,fungicide-specific,False,,Alkyl sulfatase C-terminal
Mycgr3G85597,ns,False,RAX1,Regulator of G protein signalling domain
Mycgr3G85598,ns,True,URE1,belongs to the metallo- dependent hydrolases superfamily. Urease alpha subunit family
Mycgr3G85600,shared,True,MRD1,Pfam:RRM_u2
Mycgr3G85608,ns,False,,Major Facilitator Superfamily
Mycgr3G85661,ns,False,STE20,P21-Rho-binding domain
Mycgr3G85666,ns,False,,RING-type zinc-finger
Mycgr3G85668,ns,False,DOA4,Belongs to the peptidase C19 family
Mycgr3G85675,ns,False,,Guanine nucleotide exchange factor synembryn
Mycgr3G85700,shared,True,RFC5,Replication factor C C-terminal domain
Mycgr3G85715,ns,False,LYS12,Isocitrate/isopropylmalate dehydrogenase
Mycgr3G85716,fungicide-specific,False,URH1,Inosine-uridine preferring nucleoside hydrolase
Mycgr3G85717,ns,False,,Nnf1
Mycgr3G85720,ns,False,,Autophagy-related protein
Mycgr3G85733,ns,False,,"Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone"
Mycgr3G85738,fungicide-specific,False,,"Acyl-CoA dehydrogenase, C-terminal domain"
Mycgr3G85740,ns,False,,Domain of unknown function (DUF3328)
Mycgr3G85776,ns,False,,Exocyst complex component SEC3 N-terminal PIP2 binding PH
Mycgr3G85779,ns,False,creD,"Arrestin (or S-antigen), C-terminal domain"
Mycgr3G85784,ns,False,AGE2,"Putative GTP-ase activating proteins for the small GTPase, ARF"
Mycgr3G85807,ns,False,,Fungal trichothecene efflux pump (TRI12)
Mycgr3G85831,ns,False,,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G85860,ns,False,,DUF4187
Mycgr3G85889,ns,False,FCY1,MafB19-like deaminase
Mycgr3G85901,fungicide-specific,True,,Protein of unknown function (DUF3602)
Mycgr3G85918,ns,False,,Major Facilitator Superfamily
Mycgr3G85924,fungicide-specific,False,kri1,KRI1-like family
Mycgr3G85953,fungicide-specific,False,,AMP-binding enzyme C-terminal domain
Mycgr3G85966,ns,False,,short chain dehydrogenase
Mycgr3G85996,ns,False,,AAA ATPase domain
Mycgr3G86002,heat-specific,False,,"Glutathione S-transferase, C-terminal domain"
Mycgr3G86032,heat-specific,False,,Belongs to the glycosyl hydrolase 28 family
Mycgr3G86046,ns,False,TGL5,Domain of unknown function (DUF3336)
Mycgr3G86065,ns,False,ERG28,Erg28 like protein
Mycgr3G86073,ns,False,OST2,Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains
Mycgr3G86077,fungicide-specific,False,,Glyoxalase-like domain
Mycgr3G86102,heat-specific,False,,5-formyltetrahydrofolate cyclo-ligase family
Mycgr3G86108,ns,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G86116,ns,False,,
Mycgr3G86118,ns,False,ERO1,Endoplasmic Reticulum Oxidoreductin 1 (ERO1)
Mycgr3G86126,fungicide-specific,False,,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
Mycgr3G86144,ns,False,VMA21,Required for the assembly of the V0 complex of the vacuolar ATPase (V-ATPase) in the endoplasmic reticulum
Mycgr3G86159,fungicide-specific,False,,FAS1 domain-containing protein
Mycgr3G86169,heat-specific,False,,Pfam:DUF718
Mycgr3G86181,ns,False,,Prolyl oligopeptidase family
Mycgr3G86183,ns,False,,Common central domain of tyrosinase
Mycgr3G86202,fungicide-specific,False,,Adenylosuccinate lyase C-terminus
Mycgr3G86217,heat-specific,False,,protein serine/threonine/tyrosine kinase activity
Mycgr3G86218,ns,False,,STAS domain
Mycgr3G86219,ns,False,cdc16,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G86225,fungicide-specific,False,,Alcohol dehydrogenase GroES-like domain
Mycgr3G86233,fungicide-specific,False,,Aldolase/RraA
Mycgr3G86253,ns,False,,"Transketolase, thiamine diphosphate binding domain"
Mycgr3G86257,ns,False,FAA4,AMP-binding enzyme
Mycgr3G86261,fungicide-specific,False,,TAP-like protein
Mycgr3G86264,ns,False,PIM1,"ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial DNA in a site-specific manner"
Mycgr3G86272,fungicide-specific,False,LAC4,Belongs to the glycosyl hydrolase 2 family
Mycgr3G86279,ns,False,uba3,E2_bind
Mycgr3G86308,fungicide-specific,False,TMP1,Thymidylate synthase
Mycgr3G86313,ns,False,YPK2,Protein kinase C terminal domain
Mycgr3G86340,ns,False,,Pyridine nucleotide-disulphide oxidoreductase
Mycgr3G86345,fungicide-specific,False,,Polysaccharide biosynthesis protein
Mycgr3G86354,ns,False,SNF5,SNF5 / SMARCB1 / INI1
Mycgr3G86361,shared,True,,AMP-binding enzyme C-terminal domain
Mycgr3G86363,ns,False,,Aconitase family (aconitate hydratase)
Mycgr3G86368,ns,False,SEC24,Sec23/Sec24 zinc finger
Mycgr3G86381,ns,False,,
Mycgr3G86391,ns,False,CHT4,Belongs to the glycosyl hydrolase 18 family
Mycgr3G86396,ns,False,,
Mycgr3G86416,ns,False,,PAP2 superfamily
Mycgr3G86428,ns,False,,Amino acid permease
Mycgr3G86441,ns,False,,Cytochrome P450
Mycgr3G86449,ns,False,,
Mycgr3G86450,ns,False,GAL80,"Oxidoreductase family, NAD-binding Rossmann fold"
Mycgr3G86496,ns,False,,RED-like protein N-terminal region
Mycgr3G86506,ns,False,,"Chitin synthesis regulation, resistance to Congo red"
Mycgr3G86557,ns,False,,"Dopa 4,5-dioxygenase family"
Mycgr3G86562,ns,False,cnxF,"Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Also essential during biosynthesis of the molybdenum cofactor. Acts by mediating the C-terminal thiocarboxylation of sulfur carriers urm1 and MOCS2A. Its N-terminus first activates urm1 and MOCS2A as acyl-adenylates (-COAMP), then the persulfide sulfur on the catalytic cysteine is transferred to urm1 and MOCS2A to form thiocarboxylation (-COSH) of their C-terminus. The reaction probably involves hydrogen sulfide that is generated from the persulfide intermediate and that acts as nucleophile towards urm1 and MOCS2A. Subsequently, a transient disulfide bond is formed. Does not use thiosulfate as sulfur donor"
Mycgr3G86584,shared,False,,FAD binding domain
Mycgr3G86617,ns,False,CHL1,DEXDc2
Mycgr3G86618,ns,False,KRE5,Glycosyltransferase family 24 protein
Mycgr3G86647,ns,False,APN1,AP endonuclease family 2
Mycgr3G86648,ns,False,AIP1,"WD domain, G-beta repeat"
Mycgr3G86654,ns,False,,Belongs to the phosphohexose mutase family
Mycgr3G86659,ns,False,,"Adenylyl- / guanylyl cyclase, catalytic domain"
